"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001208666","느긋하게 홋카이도 :이방인의 시선에 걸린 낭만적인 일상의 풍경","남자휴식위원회 지음","매경출판: 생각정거장","2018","9791155428832","9","3"
"000001299967","다낭 :호이안 후에 미썬 바나 힐 : '19-'20 최신판 =Da nang","안혜연 지음","RHK(알에이치코리아)","2019","9788925565606","9","3"
"000001341058","다낭 :호이안 후에: 2019-20 최신 개정판 =Da Nang","샬레트래블북 편집부 [글, 사진]","Chalet Travel Book: 샬레트래블앤라이프","2019","9791188652136","9","3"
"000000156658","다른 방식으로 보기","존 버거 [지음]","열화당","2012","9788930104272","6","3"
"000000002829","다문화 상담 :이론과 실제","Derald Wing Sue","학지사","2011","9788963305288","1","3"
"000000182469","다문화가정의 이해","문성식","한국학술정보","2012","9788926834589","3","3"
"000000720666","다문화상담","Devika Dibya Choudhuri","박학사","2015","9788998521349","1","3"
"000001557053","다섯번째 산 :파울로 코엘료 장편소설","파울로 코엘료 지음","문학동네","2022","9788954687485","8","3"
"000001412901","다시 유엔사(United Nations Command)를 논하다 :전작권 전환과 북핵 딜레마, 그리고 한반도 평화","장광현 著","굿프렌드 정우","2020","9791196596514","3","3"
"000001627488","다윈 지능 :최재천의 진화학 에세이 =Darwinian intelligence","최재천 지음","사이언스북스","2022","9791192107318","4","3"
"000001570609","다정한 서술자","올가 토카르추크 지음","민음사","2022","9788937455971","8","3"
"000001560880","달빛을 따라 집으로 :바다거북을 위해 마을을 변화 시킨 어린이들 이야기","필리프 쿠스토","청어람아이 : 청어람미디어","2022","9791158711993","4","3"
"000000298420","달콤 쌉싸름한 초콜릿","라우라 에스키벨 지음","민음사","2007","9788937461088","8","3"
"000001509435","달콤한 복수 주식회사 :요나스 요나손 장편소설","요나스 요나손 지음","열린책들","2021","9788932921433","8","3"
"000001626979","담마빠다 :법구경 깨달음의 노래","이중표 역주","불광출판사","2023","9791192997247","2","3"
"000001487489","당신의 질문에 전생은 이렇게 대답합니다 :진정한 나를 찾아가는 전생 리딩 이야기","박진여 지음","김영사","2020","9788934992899","1","3"
"000001570752","당신이 ADHD라고 해서, ADHD가 당신은 아니다","김강우 지음","하나醫學社","2022","9791191658163","5","3"
"000001610087","당신이 우주다 :나는 무엇인가, 그리고 왜 이것이 중요한가","디팩 초프라","김영사","2023","9788934942412","1","3"
"000000847879","당신이 플라시보다 :원하는 삶을 창조하는 마음 활용법","조 디스펜자 지음","샨티","2016","9788991075030","1","3"
"000001619857","대무가 :전설의 운수대통 비법 [비디오녹화자료]","이한종 감독","이든그루 [제작]","2023","","6","3"
"000001304073","대변동 :위기, 선택, 변화: 무엇을 선택하고 어떻게 변화할 것인가","재레드 다이아몬드 지음","김영사","2019","9788934995791","3","3"
"000000536640","대성당 :레이먼드 카버 소설","레이먼드 카버 [저]","문학동네","2014","9788954624862","8","3"
"000001318468","대통령의 협상 :노무현과 문재인, 무엇으로 마음을 움직이는가","조기숙 지음","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","9791190065740","3","3"
"000001564010","더 배트맨 :DC [비디오녹화자료]","directed by Matt Reeves","워너브러더스 엔터테인먼트 [공급]: 해리슨 앤 컴퍼니 [제조 및 판매]","2022","","6","3"
"000001626330","더 스트롱맨 :민주주의를 위협하는 지도자들의 시대","기디언 래크먼 지음","시공사","2023","9791169257497","3","3"
"000001370332","데미안","헤르만 헤세 지음","스타북스","2019","9791157954919","8","3"
"000000556250","데미안","헤르만 헤세 지음","1984","2014","9791185042107","8","3"
"000001219235","데이터 분석을 위한 SQL 레시피 :데이터 처리부터 매출?유저 파악, 리포팅 등 각종 데이터 분석과 활용까지","가사키 나가토","한빛미디어","2018","9791162240601","0","3"
"000001588421","데이터로 말해요! :데이터 중심의 사고?기획?보고의 기술 : 근거와 논리로 상사를 설득하고 싶은 직장인을 위한 데이터 리터러시와 커뮤니케이션 실전","김철수 지음","위키북스","2023","9791158393960","3","3"
"000001344351","데이터베이스 시스템","Elmasri","홍릉과학출판사","2019","9791156006664","0","3"
"000001503393","데일 카네기 인간관계론","데일 카네기 지음","더스 : 더디퍼런스","2021","9791161252926","1","3"
"000001383362","데일 카네기 인간관계론","데일 카네기 지음","현대지성","2019","9791187142560","1","3"
"000001413518","데일 카네기 인간관계론","데일 카네기 지음","책수레","2020","9791196743987","1","3"
"000000706414","데일 카네기의 인간관계론 :친구를 만들고 사람을 움직이는 방법","데일 카네기 지음","원앤원북스","2014","9788960603813","1","3"
"000000932733","도구와 기계의 원리 now :그림으로 보는 재미있는 과학 원리","데이비드 맥컬레이 글?그림","크래들","2016","9791195748013","5","3"
"000001300016","도쿄 :믿고 보는 해외여행 가이드북: '19~'20 최신판 =Tokyo","한혜원","상상출판","2019","9791187795759","9","3"
"000001320396","도쿄! 스토리를 찾아 떠나는 미식 산책 :드라마와 만화의 미식가들이 사랑한 식당, 이자카야, 카페, 레스토랑, 디저트점, 화과자점, 잡화점, 베이커리","이지성 지음","이담 Books : 한국학술정보","2019","9788926887981","9","3"
"000001556594","독서법이 잘못됐습니다 :한 권을 읽더라도 제대로 읽는 아웃풋 독서법","아바타로 지음","필름: 필름(Feelm) 출판사","2022","9791192403038","0","3"
"000001221702","독일어 패턴 728 독일어 문장 795 :독일어 학습의 완벽한 시작","Mr.Sun 어학연구소","Old stairs","2018","9788997221684","7","3"
"000001320964","동물관상으로 사람의 운명을 본다 :백재권의 관상?풍수","백재권 지음","답게","2019","9788975743030","1","3"
"000001570593","동물들의 위대한 법정 :지구공동생활자를 위한 짧은 우화 : 동물의 존재 이유를 묻는 우아한 공방","장 뤽 포르케 지음","서해문집","2022","9791192085371","4","3"
"000001159516","동생을 화나게 하는 10가지 방법","실비 드 마튀이시왹스 글","작가정신: 어린이작가정신","2018","9791160266788","8","3"
"000000929761","될 일은 된다 :내맡기기 실험이 불러온 엄청난 성공과 깨달음","마이클 A. 싱어 지음","정신세계사","2016","9788935704019","2","3"
"000001398001","두번째 산 :삶은 '혼자'가 아닌 '함께'의 이야기다","데이비드 브룩스 지음","부키","2020","9788960517776","1","3"
"000001590714","두잇 :마지막 때를 알고 이기는 자가 되는 =Do it","데이비드차 지음","Ark(아크)","2023","9791197015298","2","3"
"000001052249","드라마 아카데미 :우리시대 최고 작가들의 TV 드라마 작법 강의 =Drama academy","한국방송작가협회 편","펜타그램","2005","9788995651308","8","3"
"000000525082","등대로  ","버지니아 울프 [저] ","민음사","2014","9788937463167","8","3"
"000001304014","디스 이즈 홋카이도 :2019~2020년 최신판 =This is Hokkaido","권예나 글?사진?일러스트","테라(TERRA)","2019","9788994939865","9","3"
"000001619897","디자이너의 일상과 실천 =a designer's everyday and practice","권준호 지음","안그라픽스","2023","9791168232105","6","3"
"000001462566","딜리버리","안드레아스 빙켈만 지음","아름다운날","2021","9791186809976","8","3"
"000001234853","떨림과 울림 :물리학자 김상욱이 바라본 우주와 세계 그리고 우리","김상욱 지음","동아시아","2018","9788962622508","4","3"
"000001548098","똑게육아 :영유아 수면교육 no.1: 내 아이에게 꿀잠 선물하기 프로젝트","로리 지음","북로스트","2022","9791197672125","5","3"
"000000943832","랩걸 :나무, 과학 그리고 사랑","호프 자런 [지음]","알마 출판사(Alma)","2017","9791159920967","4","3"
"000000991083","러시아에서 보물찾기","곰돌이 co. 글","아이세움: 미래엔","2006","9788937840289","9","3"
"000001560362","러일전쟁과 대한제국 :러일 개전의 정설의 뒤엎다","김문자 지음","그물","2022","9791186504154","9","3"
"000000298653","레 미제라블 .1","빅토르 위고 [지음]","민음사","2012","9788937463013","8","3"
"000000298662","레 미제라블 .5","빅토르 위고","민음사","2012","9788937463051","8","3"
"000001370014","레미제라블","빅토르 위고 지음","밀리언셀러","2019","9791185046204","8","3"
"000001334636","레벨업 카카오프렌즈 :지적 수준을 높여주는 인문교양상식 시리즈 .1 ,속담","전판교 글","대원키즈: 대원씨아이","2019","9791136202635","0","3"
"000001384785","레벨업 카카오프렌즈 :지적 수준을 높여주는 인문교양상식 시리즈 .2 ,수수께기","전판교 글","대원키즈: 대원씨아이","2019","9791136204875","0","3"
"000001384786","레벨업 카카오프렌즈 :지적 수준을 높여주는 인문교양상식 시리즈 .4 ,기네스북","곽영미 글","대원키즈: 대원씨아이","2020","9791136217363","0","3"
"000001620105","레비나스, 타자를 말하다","우치다 다쓰루 지음","세창출판사","2023","9791166841958","1","3"
"000001587246","레트로 게임 개발 바이블 :MSX, MS-DOS 등 거의 모든 레트로 시스템에서 작동하는 게임을 C 언어로 개발하는 법","박주항 지음","제이펍","2023","9791192469782","6","3"
"000001238242","로마 홀리데이","오한결 글?사진","꿈의지도","2018","9791187496915","9","3"
"000000000869","로마인 이야기 .1 ,로마는 하루아침에 이루어지지 않았다 =Res gestae populi Romani Ⅰ : Roma non uno die aedificata est","시오노 나나미 지음","한길사","1995","9788935610242","9","3"
"000001359184","로마인 이야기 .2 ,한니발 전쟁 =Res Gestae Populi Romani Ⅱ : Bellum Hannibalicum","시오노 나나미 지음","한길사","2019","9788935610259","9","3"
"000000034751","로마인 이야기 .5 ,율리우스 카이사르 하","시오노 나나미 지음","한길사","1996","9788935610822","9","3"
"000001610050","로봇 시대 살아남기 :포에니 전쟁부터 미중 갈등까지 세계사로 보는 로봇 시대 이야기","염규현 지음","지식의숲: 넥서스","2023","9791166835056","9","3"
"000001563941","로빈의 소원 [비디오녹화자료]","directed by Tylor Norwood","위드 라이언 픽쳐스 [공급]: 올댓씨 [제작]","2022","","6","3"
"000001476992","루스 베네딕트의 국화와 칼 :인터뷰와 일러스트로 고전 쉽게 읽기","최유리 글","브레인스토어(BS)","2020","9791188073610","9","3"
"000001563984","르네상스 미술 :그 찬란함과 이면: renaissance","다카시나 슈지 지음","재승출판","2021","9791188352418","6","3"
"000001619859","리멤버 [비디오녹화자료]","이일형 감독","노바미디어 [제작]","2023","","6","3"
"000001592702","리빙스턴 씨의 달빛서점 :모니카 구티에레스 아르테로 장편소설","모니카 구티에레스 아르테로 지음","문학동네","2022","9788954689809","8","3"
"000001301211","리스본 :여기, 땅이 끝나고 다시 바다가 시작되는 곳 : 신트라?카스카이스?에스토릴?카보 다 호카 =Lisbon","박종호 [지음]","Pung Wol Dang(풍월당)","2018","9791189346010","9","3"
"000001342603","리얼 도쿄 :요코하마 가마쿠라 에노시마 하코네","양미석 지음","한빛라이프","2019","9791188007301","9","3"
"000001393554","리얼리티 트랜서핑 .2 ,성공의 물결로 갈아타는 선택의 비밀 =Reality transurfing","바딤 젤란드 지음","정신세계사","2019","9788935703111","1","3"
"000001234925","리오넬 메시 =Lionel Messi","최재훈 글","스튜디오다산: 다산어린이","2016","9791156393535","9","3"
"000000784385","마르코 복음 이해 :성서 사도직 봉사자를 위한 마르코 복음서 길라잡이","최승정 지음","생활성서사","2015","9788984814127","2","3"
